isoformUpregulated	isoformDownregulated	gene_id	gene_name	condition_1	condition_2
uc001oki.1	uc001okd.1	chr11:67056819..67069954,+	ANKRD13D	KIRP_ctrl	KIRP_cancer
uc001oko.2	uc001okm.2	chr11:67119021..67121050,-	POLD4	LUSC_ctrl	LUSC_cancer
uc001oko.2	uc001okm.2	chr11:67119021..67121050,-	POLD4	LUSC_ctrl	LUSC_cancer
uc001oko.2	uc001okm.2	chr11:67119021..67121050,-	POLD4	LUSC_ctrl	LUSC_cancer
uc001omu.3	uc001omt.3	chr11:67559240..67572807,-	LOC645332	LUSC_ctrl	LUSC_cancer
uc001omu.3	uc001omt.3	chr11:67559240..67572807,-	LOC645332	LUSC_ctrl	LUSC_cancer
uc009yse.1	uc001onm.1	chr11:67923507..67981068,-	SUV420H1	THCA_ctrl	THCA_cancer
uc009yse.1	uc001onm.1	chr11:67923507..67981068,-	SUV420H1	THCA_ctrl	THCA_cancer
uc001onz.2	uc001onw.2	chr11:68228186..68382799,+	SAPS3	KIRC_ctrl	KIRC_cancer
uc001onz.2	uc001onw.2	chr11:68228186..68382799,+	SAPS3	KIRC_ctrl	KIRC_cancer
uc001ooe.2	uc001ooc.2	chr11:68474910..68518988,-	MTL5	COAD_ctrl	COAD_cancer
uc001ooe.2	uc001ooc.2	chr11:68474910..68518988,-	MTL5	COAD_ctrl	COAD_cancer
uc001oos.2	uc001oot.2	chr11:68816350..68929907,+	TPCN2	KICH_ctrl	KICH_cancer
uc001oos.2	uc001oot.2	chr11:68816350..68929907,+	TPCN2	KICH_ctrl	KICH_cancer
uc001oos.2	uc001oot.2	chr11:68816350..68929907,+	TPCN2	KIRC_ctrl	KIRC_cancer
uc001oos.2	uc001oot.2	chr11:68816350..68929907,+	TPCN2	KIRC_ctrl	KIRC_cancer
uc001oos.2	uc001oot.2	chr11:68816350..68929907,+	TPCN2	KIRP_ctrl	KIRP_cancer
uc001oos.2	uc001oot.2	chr11:68816350..68929907,+	TPCN2	KIRP_ctrl	KIRP_cancer
uc001oos.2	uc001oot.2	chr11:68816350..68929907,+	TPCN2	STAD_ctrl	STAD_cancer
uc001oos.2	uc001oot.2	chr11:68816350..68929907,+	TPCN2	STAD_ctrl	STAD_cancer
uc010rqk.1	uc001opj.2	chr11:69924408..70035649,+	ANO1	LUSC_ctrl	LUSC_cancer
uc010rqk.1	uc001opj.2	chr11:69924408..70035649,+	ANO1	LUSC_ctrl	LUSC_cancer
uc010rqk.1	uc001opj.2	chr11:69924408..70035649,+	ANO1	LUSC_ctrl	LUSC_cancer
uc001opr.2	uc001opo.2	chr11:70116823..70230500,+	PPFIA1	COAD_ctrl	COAD_cancer
uc001opr.2	uc001opo.2	chr11:70116823..70230500,+	PPFIA1	COAD_ctrl	COAD_cancer
uc001opr.2	uc001opo.2	chr11:70116823..70230500,+	PPFIA1	THCA_ctrl	THCA_cancer
uc001opr.2	uc001opo.2	chr11:70116823..70230500,+	PPFIA1	THCA_ctrl	THCA_cancer
uc001opv.3	uc001opw.3	chr11:70244612..70282689,+	CTTN	COAD_ctrl	COAD_cancer
uc001opv.3	uc001opw.3	chr11:70244612..70282689,+	CTTN	STAD_ctrl	STAD_cancer
uc001opy.2	uc001oqc.2	chr11:70313962..70935808,-	SHANK2	THCA_ctrl	THCA_cancer
uc001opy.2	uc001oqc.2	chr11:70313962..70935808,-	SHANK2	THCA_ctrl	THCA_cancer
uc001ory.1	uc001orx.1	chr11:71846771..71850934,+	FOLR3	KICH_ctrl	KICH_cancer
uc001ory.1	uc001orx.1	chr11:71846771..71850934,+	FOLR3	KICH_ctrl	KICH_cancer
uc001osn.2	uc001oso.2	chr11:72287186..72385494,-	PDE2A	BRCA_ctrl	BRCA_cancer
uc001osn.2	uc001oso.2	chr11:72287186..72385494,-	PDE2A	BRCA_ctrl	BRCA_cancer
uc001osn.2	uc001oso.2	chr11:72287186..72385494,-	PDE2A	BRCA_ctrl	BRCA_cancer
uc001osn.2	uc001oso.2	chr11:72287186..72385494,-	PDE2A	KIRC_ctrl	KIRC_cancer
uc001osn.2	uc001oso.2	chr11:72287186..72385494,-	PDE2A	KIRC_ctrl	KIRC_cancer
uc001osn.2	uc001oso.2	chr11:72287186..72385494,-	PDE2A	KIRC_ctrl	KIRC_cancer
uc001osn.2	uc001oso.2	chr11:72287186..72385494,-	PDE2A	KIRP_ctrl	KIRP_cancer
uc001osn.2	uc001oso.2	chr11:72287186..72385494,-	PDE2A	KIRP_ctrl	KIRP_cancer
uc001osn.2	uc001oso.2	chr11:72287186..72385494,-	PDE2A	KIRP_ctrl	KIRP_cancer
uc001osn.2	uc001oso.2	chr11:72287186..72385494,-	PDE2A	LUAD_ctrl	LUAD_cancer
uc001osn.2	uc001oso.2	chr11:72287186..72385494,-	PDE2A	LUAD_ctrl	LUAD_cancer
uc001osn.2	uc001oso.2	chr11:72287186..72385494,-	PDE2A	LUAD_ctrl	LUAD_cancer
uc001oss.2	uc001osu.2	chr11:72396115..72504750,-	ARAP1	LUSC_ctrl	LUSC_cancer
uc001oss.2	uc001osu.2	chr11:72396115..72504750,-	ARAP1	LUSC_ctrl	LUSC_cancer
uc001oth.3	uc009ytl.2	chr11:72547791..72853143,-	FCHSD2	THCA_ctrl	THCA_cancer
uc001oux.2	uc001ouw.2	chr11:73882368..73965747,+	PPME1	KIRP_ctrl	KIRP_cancer
uc001oux.2	uc001ouw.2	chr11:73882368..73965747,+	PPME1	THCA_ctrl	THCA_cancer
uc001owc.2	uc001owb.2	chr11:74811540..74917444,+	SLCO2B1	BRCA_ctrl	BRCA_cancer
uc001owc.2	uc001owb.2	chr11:74811540..74917444,+	SLCO2B1	BRCA_ctrl	BRCA_cancer
uc001owc.2	uc001owd.2	chr11:74811540..74917444,+	SLCO2B1	KICH_ctrl	KICH_cancer
uc001owc.2	uc001owd.2	chr11:74811540..74917444,+	SLCO2B1	KICH_ctrl	KICH_cancer
uc001owc.2	uc001owd.2	chr11:74811540..74917444,+	SLCO2B1	KIRC_ctrl	KIRC_cancer
uc001owc.2	uc001owd.2	chr11:74811540..74917444,+	SLCO2B1	KIRC_ctrl	KIRC_cancer
uc001owc.2	uc001owd.2	chr11:74811540..74917444,+	SLCO2B1	KIRP_ctrl	KIRP_cancer
uc001owc.2	uc001owd.2	chr11:74811540..74917444,+	SLCO2B1	KIRP_ctrl	KIRP_cancer
uc001owc.2	uc001owd.2	chr11:74811540..74917444,+	SLCO2B1	LIHC_ctrl	LIHC_cancer
uc001owc.2	uc001owd.2	chr11:74811540..74917444,+	SLCO2B1	LIHC_ctrl	LIHC_cancer
uc001owc.2	uc001owb.2	chr11:74811540..74917444,+	SLCO2B1	LUAD_ctrl	LUAD_cancer
uc001owc.2	uc001owb.2	chr11:74811540..74917444,+	SLCO2B1	LUAD_ctrl	LUAD_cancer
uc001owc.2	uc001owb.2	chr11:74811540..74917444,+	SLCO2B1	LUSC_ctrl	LUSC_cancer
uc001owc.2	uc001owb.2	chr11:74811540..74917444,+	SLCO2B1	LUSC_ctrl	LUSC_cancer
uc001mfj.3	uc001mfl.3	chr11:7535001..7678358,+	PPFIBP2	LUSC_ctrl	LUSC_cancer
uc001oww.1	uc010rru.1	chr11:75428934..75442330,+	MOGAT2	COAD_ctrl	COAD_cancer
uc001oww.1	uc010rru.1	chr11:75428934..75442330,+	MOGAT2	COAD_ctrl	COAD_cancer
uc010rrw.1	uc001oxc.2	chr11:75526212..75855281,+	UVRAG	KICH_ctrl	KICH_cancer
uc010rrw.1	uc001oxc.2	chr11:75526212..75855281,+	UVRAG	KICH_ctrl	KICH_cancer
uc001oxd.2	uc010rrw.1	chr11:75526212..75855281,+	UVRAG	LUSC_ctrl	LUSC_cancer
uc001oxd.2	uc010rrw.1	chr11:75526212..75855281,+	UVRAG	LUSC_ctrl	LUSC_cancer
uc010rsn.1	uc001oyh.3	chr11:77033061..77185108,-	PAK1	KIRC_ctrl	KIRC_cancer
uc010rsn.1	uc001oyh.3	chr11:77033061..77185108,-	PAK1	KIRC_ctrl	KIRC_cancer
uc001ozi.2	uc010rsq.1	chr11:78147017..78285909,-	NARS2	LUAD_ctrl	LUAD_cancer
uc001ozi.2	uc010rsq.1	chr11:78147017..78285909,-	NARS2	LUAD_ctrl	LUAD_cancer
uc001ozi.2	uc010rsq.1	chr11:78147017..78285909,-	NARS2	LUSC_ctrl	LUSC_cancer
uc001ozi.2	uc010rsq.1	chr11:78147017..78285909,-	NARS2	LUSC_ctrl	LUSC_cancer
uc001lrw.2	uc001lrv.2	chr11:826157..831991,+	EFCAB4A	HNSC_ctrl	HNSC_cancer
uc001lrw.2	uc001lrv.2	chr11:826157..831991,+	EFCAB4A	HNSC_ctrl	HNSC_cancer
uc001lrw.2	uc001lrv.2	chr11:826157..831991,+	EFCAB4A	KIRC_ctrl	KIRC_cancer
uc001lrw.2	uc001lrv.2	chr11:826157..831991,+	EFCAB4A	KIRC_ctrl	KIRC_cancer
uc001lrw.2	uc001lrv.2	chr11:826157..831991,+	EFCAB4A	LUSC_ctrl	LUSC_cancer
uc001lrw.2	uc001lrv.2	chr11:826157..831991,+	EFCAB4A	LUSC_ctrl	LUSC_cancer
uc001ozy.2	uc001ozx.3	chr11:82868137..82896833,+	PCF11	LUSC_ctrl	LUSC_cancer
uc001ozy.2	uc001ozx.3	chr11:82868137..82896833,+	PCF11	LUSC_ctrl	LUSC_cancer
uc009yvi.1	uc001pab.1	chr11:82905291..82967042,+	ANKRD42	HNSC_ctrl	HNSC_cancer
uc009yvi.1	uc001pab.1	chr11:82905291..82967042,+	ANKRD42	HNSC_ctrl	HNSC_cancer
uc009yvi.1	uc001pab.1	chr11:82905291..82967042,+	ANKRD42	KICH_ctrl	KICH_cancer
uc009yvi.1	uc001pab.1	chr11:82905291..82967042,+	ANKRD42	KICH_ctrl	KICH_cancer
uc009yvi.1	uc001pab.1	chr11:82905291..82967042,+	ANKRD42	LUSC_ctrl	LUSC_cancer
uc009yvi.1	uc001pab.1	chr11:82905291..82967042,+	ANKRD42	LUSC_ctrl	LUSC_cancer
uc001mgl.3	uc001mgk.1	chr11:8413418..8615775,-	STK33	KIRP_ctrl	KIRP_cancer
uc001pax.2	uc001pbb.2	chr11:85405267..85522178,-	SYTL2	KIRC_ctrl	KIRC_cancer
uc001pax.2	uc010rtg.1	chr11:85405267..85522178,-	SYTL2	KIRC_ctrl	KIRC_cancer
uc001pax.2	uc010rtg.1	chr11:85405267..85522178,-	SYTL2	KIRC_ctrl	KIRC_cancer
uc001pax.2	uc010rti.1	chr11:85405267..85522178,-	SYTL2	KIRC_ctrl	KIRC_cancer
uc001pax.2	uc010rti.1	chr11:85405267..85522178,-	SYTL2	KIRC_ctrl	KIRC_cancer
uc001pax.2	uc001pbb.2	chr11:85405267..85522178,-	SYTL2	KIRP_ctrl	KIRP_cancer
uc001pax.2	uc010rtg.1	chr11:85405267..85522178,-	SYTL2	KIRP_ctrl	KIRP_cancer
uc001pax.2	uc010rtg.1	chr11:85405267..85522178,-	SYTL2	KIRP_ctrl	KIRP_cancer
uc001pax.2	uc010rti.1	chr11:85405267..85522178,-	SYTL2	KIRP_ctrl	KIRP_cancer
uc001pax.2	uc010rti.1	chr11:85405267..85522178,-	SYTL2	KIRP_ctrl	KIRP_cancer
uc001pbk.2	uc001pbl.2	chr11:85668486..85780900,-	PICALM	KICH_ctrl	KICH_cancer
uc001pbk.2	uc001pbl.2	chr11:85668486..85780900,-	PICALM	KICH_ctrl	KICH_cancer
uc001pbk.2	uc001pbl.2	chr11:85668486..85780900,-	PICALM	KICH_ctrl	KICH_cancer
uc010rbp.1	uc001mgt.2	chr11:8714900..8932498,-	ST5	KIRC_ctrl	KIRC_cancer
uc010rbp.1	uc001mgt.2	chr11:8714900..8932498,-	ST5	KIRP_ctrl	KIRP_cancer
uc010rbt.1	uc001mhe.1	chr11:8968840..8986481,-	TMEM9B	LUAD_ctrl	LUAD_cancer
uc010rbt.1	uc001mhe.1	chr11:8968840..8986481,-	TMEM9B	LUAD_ctrl	LUAD_cancer
uc001pfg.1	uc001pff.2	chr11:94800056..94804387,+	SFRS2B	LUAD_ctrl	LUAD_cancer
uc001pfg.1	uc001pff.2	chr11:94800056..94804387,+	SFRS2B	LUAD_ctrl	LUAD_cancer
uc001pfg.1	uc001pff.2	chr11:94800056..94804387,+	SFRS2B	LUAD_ctrl	LUAD_cancer
uc001pfg.1	uc001pff.2	chr11:94800056..94804387,+	SFRS2B	LUSC_ctrl	LUSC_cancer
uc001pfg.1	uc001pff.2	chr11:94800056..94804387,+	SFRS2B	LUSC_ctrl	LUSC_cancer
uc001pfg.1	uc001pff.2	chr11:94800056..94804387,+	SFRS2B	LUSC_ctrl	LUSC_cancer
uc001pfn.2	uc001pfm.2	chr11:95502106..95522954,-	FAM76B	BRCA_ctrl	BRCA_cancer
uc001pfu.2	uc001pfs.2	chr11:95566046..95657371,-	MTMR2	KICH_ctrl	KICH_cancer
uc001mic.2	uc001mib.2	chr11:9800214..10315754,-	SBF2	KIRC_ctrl	KIRC_cancer
uc001mic.2	uc001mib.2	chr11:9800214..10315754,-	SBF2	KIRC_ctrl	KIRC_cancer
uc001mic.2	uc001mib.2	chr11:9800214..10315754,-	SBF2	THCA_ctrl	THCA_cancer
uc001mic.2	uc001mib.2	chr11:9800214..10315754,-	SBF2	THCA_ctrl	THCA_cancer
uc001tgp.2	uc001tgq.2	chr12:100430865..100536642,-	UHRF1BP1L	STAD_ctrl	STAD_cancer
uc001tgp.2	uc001tgq.2	chr12:100430865..100536642,-	UHRF1BP1L	STAD_ctrl	STAD_cancer
uc001tgp.2	uc001tgq.2	chr12:100430865..100536642,-	UHRF1BP1L	THCA_ctrl	THCA_cancer
uc001tgp.2	uc001tgq.2	chr12:100430865..100536642,-	UHRF1BP1L	THCA_ctrl	THCA_cancer
uc001tjp.3	uc001tjo.2	chr12:102789645..102874378,-	IGF1	LIHC_ctrl	LIHC_cancer
uc010sgz.1	uc001qxo.1	chr12:10310899..10324790,-	OLR1	LUAD_ctrl	LUAD_cancer
uc010sgz.1	uc001qxo.1	chr12:10310899..10324790,-	OLR1	LUAD_ctrl	LUAD_cancer
uc010sgz.1	uc001qxo.1	chr12:10310899..10324790,-	OLR1	LUAD_ctrl	LUAD_cancer
uc001qxq.2	uc001qxr.2	chr12:10331557..10344402,+	C12orf59	KIRC_ctrl	KIRC_cancer
uc001qxq.2	uc001qxr.2	chr12:10331557..10344402,+	C12orf59	KIRC_ctrl	KIRC_cancer
uc001qxq.2	uc001qxr.2	chr12:10331557..10344402,+	C12orf59	KIRP_ctrl	KIRP_cancer
uc001qxq.2	uc001qxr.2	chr12:10331557..10344402,+	C12orf59	KIRP_ctrl	KIRP_cancer
uc010swg.1	uc001tkb.1	chr12:104324189..104341703,+	HSP90B1	THCA_ctrl	THCA_cancer
uc010swg.1	uc001tkb.1	chr12:104324189..104341703,+	HSP90B1	THCA_ctrl	THCA_cancer
uc010swg.1	uc001tkb.1	chr12:104324189..104341703,+	HSP90B1	THCA_ctrl	THCA_cancer
uc009zuj.2	uc001tkd.3	chr12:104343981..104359473,-	C12orf73	BRCA_ctrl	BRCA_cancer
uc009zuj.2	uc001tkd.3	chr12:104343981..104359473,-	C12orf73	BRCA_ctrl	BRCA_cancer
uc009zuj.2	uc001tkd.3	chr12:104343981..104359473,-	C12orf73	BRCA_ctrl	BRCA_cancer
uc009zuj.2	uc001tkd.3	chr12:104343981..104359473,-	C12orf73	KICH_ctrl	KICH_cancer
uc009zuj.2	uc001tkd.3	chr12:104343981..104359473,-	C12orf73	KICH_ctrl	KICH_cancer
uc009zuj.2	uc001tkd.3	chr12:104343981..104359473,-	C12orf73	KICH_ctrl	KICH_cancer
uc009zuj.2	uc001tkd.3	chr12:104343981..104359473,-	C12orf73	KIRC_ctrl	KIRC_cancer
uc009zuj.2	uc001tkd.3	chr12:104343981..104359473,-	C12orf73	KIRC_ctrl	KIRC_cancer
uc009zuj.2	uc001tkd.3	chr12:104343981..104359473,-	C12orf73	KIRC_ctrl	KIRC_cancer
uc010sws.1	uc001tld.2	chr12:105501492..105562904,+	KIAA1033	THCA_ctrl	THCA_cancer
uc001tmm.1	uc001tml.1	chr12:107712197..108053419,+	BTBD11	KIRC_ctrl	KIRC_cancer
uc001tmm.1	uc001tml.1	chr12:107712197..108053419,+	BTBD11	KIRC_ctrl	KIRC_cancer
uc001tmm.1	uc001tmk.1	chr12:107712197..108053419,+	BTBD11	KIRP_ctrl	KIRP_cancer
uc001tmm.1	uc001tmk.1	chr12:107712197..108053419,+	BTBD11	KIRP_ctrl	KIRP_cancer
uc001tmm.1	uc001tml.1	chr12:107712197..108053419,+	BTBD11	KIRP_ctrl	KIRP_cancer
uc001tmm.1	uc001tml.1	chr12:107712197..108053419,+	BTBD11	KIRP_ctrl	KIRP_cancer
uc001qyu.2	uc001qyt.2	chr12:10851678..10875953,-	CSDA	KICH_ctrl	KICH_cancer
uc001qyt.2	uc001qyu.2	chr12:10851678..10875953,-	CSDA	LIHC_ctrl	LIHC_cancer
uc001tmu.2	uc001tmt.2	chr12:108523511..108644311,+	WSCD2	THCA_ctrl	THCA_cancer
uc001tmu.2	uc001tmt.2	chr12:108523511..108644311,+	WSCD2	THCA_ctrl	THCA_cancer
uc001tnw.3	uc010sxi.1	chr12:109460894..109525821,+	USP30	THCA_ctrl	THCA_cancer
uc010sxm.1	uc001toc.2	chr12:109554400..109706028,+	ACACB	KIRC_ctrl	KIRC_cancer
uc010sxm.1	uc001toc.2	chr12:109554400..109706028,+	ACACB	KIRC_ctrl	KIRC_cancer
uc010sxm.1	uc001toc.2	chr12:109554400..109706028,+	ACACB	KIRC_ctrl	KIRC_cancer
uc010sxm.1	uc001toc.2	chr12:109554400..109706028,+	ACACB	KIRP_ctrl	KIRP_cancer
uc010sxm.1	uc001toc.2	chr12:109554400..109706028,+	ACACB	KIRP_ctrl	KIRP_cancer
uc010sxm.1	uc001toc.2	chr12:109554400..109706028,+	ACACB	KIRP_ctrl	KIRP_cancer
uc010sxm.1	uc001toc.2	chr12:109554400..109706028,+	ACACB	THCA_ctrl	THCA_cancer
uc010sxm.1	uc001toc.2	chr12:109554400..109706028,+	ACACB	THCA_ctrl	THCA_cancer
uc010sxm.1	uc001toc.2	chr12:109554400..109706028,+	ACACB	THCA_ctrl	THCA_cancer
uc009zhp.2	uc001qyz.3	chr12:10998450..11324213,-	PRR4	BRCA_ctrl	BRCA_cancer
uc001toz.3	uc009zvk.2	chr12:110011500..110035070,+	MVK	KIRC_ctrl	KIRC_cancer
uc001toz.3	uc009zvk.2	chr12:110011500..110035070,+	MVK	KIRC_ctrl	KIRC_cancer
uc001toz.3	uc009zvk.2	chr12:110011500..110035070,+	MVK	KIRP_ctrl	KIRP_cancer
uc001toz.3	uc009zvk.2	chr12:110011500..110035070,+	MVK	KIRP_ctrl	KIRP_cancer
uc001qje.2	uc001qjb.2	chr12:1100404..1605099,+	ERC1	BRCA_ctrl	BRCA_cancer
uc001qje.2	uc001qjb.2	chr12:1100404..1605099,+	ERC1	BRCA_ctrl	BRCA_cancer
uc001qje.2	uc001qjb.2	chr12:1100404..1605099,+	ERC1	KICH_ctrl	KICH_cancer
uc001qje.2	uc001qjb.2	chr12:1100404..1605099,+	ERC1	KICH_ctrl	KICH_cancer
uc001tpi.1	uc001tpg.1	chr12:110220894..110271212,-	TRPV4	LIHC_ctrl	LIHC_cancer
uc001tpi.1	uc001tpg.1	chr12:110220894..110271212,-	TRPV4	LIHC_ctrl	LIHC_cancer
uc001tpr.2	uc001tps.2	chr12:110367607..110434194,-	GIT2	KICH_ctrl	KICH_cancer
uc001tpr.2	uc001tps.2	chr12:110367607..110434194,-	GIT2	KICH_ctrl	KICH_cancer
uc001tql.3	uc009zvn.2	chr12:110719032..110788895,+	ATP2A2	BRCA_ctrl	BRCA_cancer
uc001tql.3	uc009zvn.2	chr12:110719032..110788895,+	ATP2A2	BRCA_ctrl	BRCA_cancer
uc001tql.3	uc009zvn.2	chr12:110719032..110788895,+	ATP2A2	BRCA_ctrl	BRCA_cancer
uc001tqk.3	uc001tql.3	chr12:110719032..110788895,+	ATP2A2	HNSC_ctrl	HNSC_cancer
uc001tql.3	uc009zvn.2	chr12:110719032..110788895,+	ATP2A2	LUAD_ctrl	LUAD_cancer
uc001tql.3	uc009zvn.2	chr12:110719032..110788895,+	ATP2A2	LUAD_ctrl	LUAD_cancer
uc001tql.3	uc009zvn.2	chr12:110719032..110788895,+	ATP2A2	LUAD_ctrl	LUAD_cancer
uc001tql.3	uc009zvn.2	chr12:110719032..110788895,+	ATP2A2	LUSC_ctrl	LUSC_cancer
uc001tql.3	uc009zvn.2	chr12:110719032..110788895,+	ATP2A2	LUSC_ctrl	LUSC_cancer
uc001tql.3	uc009zvn.2	chr12:110719032..110788895,+	ATP2A2	LUSC_ctrl	LUSC_cancer
uc001tqo.2	uc001tqp.3	chr12:110810705..110841535,-	ANAPC7	KICH_ctrl	KICH_cancer
uc001tqo.2	uc001tqp.3	chr12:110810705..110841535,-	ANAPC7	KICH_ctrl	KICH_cancer
uc001tqo.2	uc001tqp.3	chr12:110810705..110841535,-	ANAPC7	KIRC_ctrl	KIRC_cancer
uc001tqo.2	uc001tqp.3	chr12:110810705..110841535,-	ANAPC7	KIRC_ctrl	KIRC_cancer
uc001tqo.2	uc001tqp.3	chr12:110810705..110841535,-	ANAPC7	LUSC_ctrl	LUSC_cancer
uc001tqo.2	uc001tqp.3	chr12:110810705..110841535,-	ANAPC7	LUSC_ctrl	LUSC_cancer
uc001tsv.2	uc001tsu.1	chr12:112277573..112280706,-	C12orf47	LUSC_ctrl	LUSC_cancer
uc001txj.1	uc001txh.1	chr12:120123598..120315092,-	CIT	LUSC_ctrl	LUSC_cancer
uc001txj.1	uc001txh.1	chr12:120123598..120315092,-	CIT	LUSC_ctrl	LUSC_cancer
uc001tzz.1	uc001tzu.2	chr12:121675496..121736111,-	CAMKK2	PRAD_ctrl	PRAD_cancer
uc001tzz.1	uc001tzu.2	chr12:121675496..121736111,-	CAMKK2	PRAD_ctrl	PRAD_cancer
uc010szv.1	uc001uag.2	chr12:121746050..121792012,-	ANAPC5	KIRP_ctrl	KIRP_cancer
uc010szv.1	uc001uag.2	chr12:121746050..121792012,-	ANAPC5	KIRP_ctrl	KIRP_cancer
uc010szy.1	uc001uat.2	chr12:121866902..122018920,-	KDM2B	LUSC_ctrl	LUSC_cancer
uc010szy.1	uc001uat.2	chr12:121866902..122018920,-	KDM2B	LUSC_ctrl	LUSC_cancer
uc001ubf.2	uc001ube.3	chr12:122233174..122241390,-	LOC338799	KICH_ctrl	KICH_cancer
uc001ubf.2	uc001ube.3	chr12:122233174..122241390,-	LOC338799	KICH_ctrl	KICH_cancer
uc001ubf.2	uc001ube.3	chr12:122233174..122241390,-	LOC338799	KICH_ctrl	KICH_cancer
uc001ubf.2	uc001ube.3	chr12:122233174..122241390,-	LOC338799	KIRC_ctrl	KIRC_cancer
uc001ubf.2	uc001ube.3	chr12:122233174..122241390,-	LOC338799	KIRC_ctrl	KIRC_cancer
uc001ubf.2	uc001ube.3	chr12:122233174..122241390,-	LOC338799	KIRC_ctrl	KIRC_cancer
uc001ubr.2	uc001ubt.2	chr12:122516760..122628965,+	MLXIP	KICH_ctrl	KICH_cancer
uc001ubr.2	uc001ubt.2	chr12:122516760..122628965,+	MLXIP	KICH_ctrl	KICH_cancer
uc001ubr.2	uc001ubt.2	chr12:122516760..122628965,+	MLXIP	LUSC_ctrl	LUSC_cancer
uc001ubr.2	uc001ubt.2	chr12:122516760..122628965,+	MLXIP	LUSC_ctrl	LUSC_cancer
uc001ucf.1	uc001uci.1	chr12:122755981..122907116,-	CLIP1	KIRC_ctrl	KIRC_cancer
uc001ucf.1	uc001uci.1	chr12:122755981..122907116,-	CLIP1	KIRC_ctrl	KIRC_cancer
uc001ucf.1	uc001uci.1	chr12:122755981..122907116,-	CLIP1	THCA_ctrl	THCA_cancer
uc001ucf.1	uc001uci.1	chr12:122755981..122907116,-	CLIP1	THCA_ctrl	THCA_cancer
uc001uex.2	uc001uew.2	chr12:123868704..123893898,+	SETD8	THCA_ctrl	THCA_cancer
uc009zyh.2	uc001uhc.2	chr12:125549925..125627872,+	AACS	KIRC_ctrl	KIRC_cancer
uc009zyh.2	uc001uhc.2	chr12:125549925..125627872,+	AACS	KIRC_ctrl	KIRC_cancer
uc009zyh.2	uc001uhc.2	chr12:125549925..125627872,+	AACS	KIRP_ctrl	KIRP_cancer
uc009zyh.2	uc001uhc.2	chr12:125549925..125627872,+	AACS	KIRP_ctrl	KIRP_cancer
uc009zyh.2	uc001uhc.2	chr12:125549925..125627872,+	AACS	THCA_ctrl	THCA_cancer
uc009zyh.2	uc001uhc.2	chr12:125549925..125627872,+	AACS	THCA_ctrl	THCA_cancer
uc001rau.3	uc001raw.3	chr12:12878851..12944397,+	APOLD1	STAD_ctrl	STAD_cancer
uc001uhx.1	uc010tbh.1	chr12:129338081..129469509,+	GLT1D1	LIHC_ctrl	LIHC_cancer
uc009zyo.2	uc001uit.3	chr12:131438452..131626006,+	GPR133	LUSC_ctrl	LUSC_cancer
uc009zyo.2	uc001uit.3	chr12:131438452..131626006,+	GPR133	LUSC_ctrl	LUSC_cancer
uc001uka.2	uc001ukb.2	chr12:132680918..132905905,-	GALNT9	THCA_ctrl	THCA_cancer
uc001uka.2	uc001ukb.2	chr12:132680918..132905905,-	GALNT9	THCA_ctrl	THCA_cancer
uc001ulk.1	uc001ulj.2	chr12:133498048..133532868,-	ZNF605	KIRC_ctrl	KIRC_cancer
uc001ulk.1	uc001ulj.2	chr12:133498048..133532868,-	ZNF605	KIRC_ctrl	KIRC_cancer
uc001ulk.1	uc001ulj.2	chr12:133498048..133532868,-	ZNF605	KIRC_ctrl	KIRC_cancer
uc001rcp.1	uc001rcq.1	chr12:15094950..15114562,-	ARHGDIB	KIRP_ctrl	KIRP_cancer
uc001rcp.1	uc001rcq.1	chr12:15094950..15114562,-	ARHGDIB	KIRP_ctrl	KIRP_cancer
uc001rcp.1	uc001rcq.1	chr12:15094950..15114562,-	ARHGDIB	KIRP_ctrl	KIRP_cancer
uc001rcz.1	uc001rcw.1	chr12:15475487..15750335,+	PTPRO	KIRC_ctrl	KIRC_cancer
uc001rcz.1	uc001rcw.1	chr12:15475487..15750335,+	PTPRO	KIRC_ctrl	KIRC_cancer
uc001rcz.1	uc001rcw.1	chr12:15475487..15750335,+	PTPRO	KIRC_ctrl	KIRC_cancer
uc010shv.1	uc009zif.2	chr12:15773076..15942510,-	EPS8	KICH_ctrl	KICH_cancer
uc010shv.1	uc009zif.2	chr12:15773076..15942510,-	EPS8	KICH_ctrl	KICH_cancer
uc010shv.1	uc009zif.2	chr12:15773076..15942510,-	EPS8	LUSC_ctrl	LUSC_cancer
uc010shv.1	uc009zif.2	chr12:15773076..15942510,-	EPS8	LUSC_ctrl	LUSC_cancer
uc009zio.2	uc001rdz.3	chr12:19282648..19529331,+	PLEKHA5	KIRC_ctrl	KIRC_cancer
uc009zio.2	uc001rdz.3	chr12:19282648..19529331,+	PLEKHA5	KIRC_ctrl	KIRC_cancer
uc009zio.2	uc001rdz.3	chr12:19282648..19529331,+	PLEKHA5	KIRP_ctrl	KIRP_cancer
uc009zio.2	uc001rdz.3	chr12:19282648..19529331,+	PLEKHA5	KIRP_ctrl	KIRP_cancer
uc009zio.2	uc001reb.2	chr12:19282648..19529331,+	PLEKHA5	KIRP_ctrl	KIRP_cancer
uc009zio.2	uc001reb.2	chr12:19282648..19529331,+	PLEKHA5	KIRP_ctrl	KIRP_cancer
uc010sjd.1	uc001rgh.2	chr12:25205241..25261268,+	LRMP	KIRP_ctrl	KIRP_cancer
